strategy,method,family,nominal_budget,recall@1_mean,recall@5_mean,recall@10_mean,avg_reps_per_seg_mean,build_time_s_mean,route_us_per_query_mean,recall@1_std,recall@5_std,recall@10_std,avg_reps_per_seg_std,build_time_s_std,route_us_per_query_std,recall@1_ci95,recall@5_ci95,recall@10_ci95,avg_reps_per_seg_ci95,build_time_s_ci95,route_us_per_query_ci95
coherent,Mean,mean,1,0.9404999999999999,1.0,1.0,1.0,0.048607254028320314,9.301233291625977,0.008838834764831778,0.0,0.0,0.0,0.0034291317245929765,1.0044268136084054,0.00774758026741247,0.0,0.0,0.0,0.0030057664828764654,0.8804189203915468
coherent,HMRC-3,flat,3,0.8454,0.9987,1.0,2.946,2.051996660232544,29.221606254577637,0.009762171889492615,0.0004472135954999196,0.0,0.020736441353327736,0.13464856255664223,2.551782213309857,0.008556920941553676,0.0003919999999999663,0.0,0.018176292251171594,0.11802466886811967,2.236735729152398
coherent,HMRC-4,flat,4,0.8385,0.9986,0.9999,3.9189999999999996,2.2769405364990236,36.48960590362549,0.009467048114380788,0.0009617692030835428,0.00022360679774994607,0.03110466202999157,0.3055596808217469,2.337252947218209,0.008298233546966526,0.000843027876170156,0.00019599999999997115,0.027264438376757356,0.26783486926022143,2.048692536471924
coherent,kRt-b2d2,hier,4,0.8329000000000001,0.9983000000000001,1.0,3.914,3.214646053314209,41.72017574310303,0.007065762520775761,0.0007582875444051436,0.0,0.030700162866017587,0.07546461734705923,3.3569687366000736,0.006193413921255349,0.0006646683383462662,0.0,0.026909879226782195,0.06614765359934144,2.942512835004705
coherent,HMRC-9,flat,9,0.8347,0.9983000000000001,1.0,8.754999999999999,2.696544885635376,95.29726505279541,0.007488324245116542,0.0009082951062292818,0.0,0.08916277250063458,0.6619307810811182,2.4541834894632855,0.006563805603459031,0.0007961557636543542,0.0,0.07815461598651699,0.5802079113755895,2.1511866757854374
coherent,kRt-b3d2,hier,9,0.8307,0.9974999999999999,0.9999,8.669999999999998,3.713399600982666,99.6908187866211,0.005203364296299075,0.000612372435695814,0.00022360679774994607,0.10295630140987007,0.20678400386091272,6.449579977957025,0.004560949901062274,0.0005367681063550798,0.00019599999999997115,0.09024517715645534,0.18125417100269128,5.653306108757133
coherent,HMRC-16,flat,16,0.842,0.9979000000000001,0.9999,15.421000000000001,3.6418991088867188,188.7002944946289,0.004834769901453438,0.0011401754250991774,0.00022360679774996675,0.1984754392865782,0.7169059404654673,9.590023146175218,0.004237862668846179,0.0009994078246642203,0.0001959999999999893,0.17397139305069712,0.6283957632108472,8.406025914972522
coherent,kRt-b4d2,hier,16,0.8359,0.9974000000000001,0.9998000000000001,15.148,3.8750807762146,186.84556484222412,0.0046824139073773,0.0009617692030835648,0.0002738612787525529,0.22283962843264707,0.29436269992380437,12.676498340046306,0.00410431675190893,0.0008430278761701752,0.000240049994792725,0.19532754644442793,0.25802028277143946,11.111440705962659
random,Mean,mean,1,0.0235,0.0804,0.14100000000000001,1.0,0.07027440071105953,9.256601333618164,0.004609772228646443,0.006721235005562585,0.006999999999999993,0.0,0.018103214182767686,0.4662039160569392,0.0040406435131053065,0.0058914222391541335,0.006135770530259416,0.0,0.015868166869371484,0.4086457498905293
random,HMRC-3,flat,3,0.028700000000000003,0.09530000000000001,0.1617,3.0,1.513035488128662,27.54995822906494,0.004563441683641855,0.010389898940798222,0.011014762820869092,0.0,0.23883204030127714,0.8561890911117752,0.004000032999863876,0.00910714796190333,0.009654865302012245,0.0,0.209345513508901,0.7504828276533186
random,HMRC-4,flat,4,0.0339,0.11479999999999999,0.1862,4.0,1.8973533153533935,37.87715435028076,0.0036469165057620933,0.005298584716695578,0.006987488819311278,0.0,0.5470212422010946,0.8851979634985399,0.003196663260338817,0.004644414279540529,0.006124803996863906,0.0,0.47948525961762545,0.7759102254114281
random,kRt-b2d2,hier,4,0.0351,0.1177,0.18560000000000001,4.0,2.251999044418335,36.448025703430176,0.004628714724413247,0.008258329128825032,0.011188163388152681,0.0,0.19962605336004033,2.9723127503208704,0.004057247342718952,0.007238744642546801,0.009806857600679234,0.0,0.1749799507540758,2.6053469971618757
random,HMRC-9,flat,9,0.0688,0.1989,0.29829999999999995,9.0,1.982444953918457,85.39469242095947,0.008258329128825037,0.009652719823966703,0.012075802250782357,0.0,0.3980837972907462,6.3321507277978695,0.007238744642546805,0.008460981976106546,0.01058490736851297,0.0,0.3489358331414752,5.550374832683274
random,kRt-b3d2,hier,9,0.07110000000000001,0.20539999999999997,0.3094,9.0,2.4406930923461916,85.95805168151855,0.005672301120356709,0.008827513806276367,0.010979526401443746,0.0,0.2607490060391198,9.777572859869098,0.004971991150434601,0.007737657009715531,0.00962397921859769,0.0,0.2285565810070382,8.570420487292736
random,HMRC-16,flat,16,0.1214,0.29019999999999996,0.4085,16.0,2.6025241374969483,165.31474590301514,0.010673565477383832,0.004480513363443988,0.0058202233634113655,0.0,0.5369338743149124,16.956556833408197,0.009355792644132294,0.003927343122264735,0.005101650713249548,0.0,0.4706432918170651,14.863077387585006
random,kRt-b4d2,hier,16,0.1276,0.30629999999999996,0.4272,16.0,2.6218841552734373,159.28750038146973,0.007940403012442136,0.00999124616852173,0.012008330441822472,0.0,0.3613222599633292,21.378953651102428,0.0069600701145893715,0.008757713400197572,0.01052576572036449,0.0,0.316712924944247,18.73947911145948
semi,Mean,mean,1,0.1322,0.4504,0.6142000000000001,1.0,0.0541981697082519,8.162879943847656,0.0036159369463529146,0.009845049517397066,0.009569482744641939,0.0,0.009391599228692005,0.609002012508562,0.0031695084792440656,0.008629566385398524,0.008388021459200009,0.0,0.008232099682773646,0.5338138001741021
